npi,drug_name,generic_name,total_claim_count
1235194200,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,33
1235194200,CEFUROXIME,CEFUROXIME AXETIL,13
1235194200,DULERA,MOMETASONE/FORMOTEROL,55
1720083173,VENTOLIN HFA,ALBUTEROL SULFATE,13
1235194200,PATADAY,OLOPATADINE HCL,16
1639170525,PROAIR HFA,ALBUTEROL SULFATE,11
1639170525,AZELASTINE HCL,AZELASTINE HCL,34
1407959489,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,50
1407959489,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,76
1720083173,DULERA,MOMETASONE/FORMOTEROL,55
1720083173,ADVAIR HFA,FLUTICASONE/SALMETEROL,29
1639170525,VERAMYST,FLUTICASONE FUROATE,11
1407959489,VENTOLIN HFA,ALBUTEROL SULFATE,53
1235194200,SPIRIVA,TIOTROPIUM BROMIDE,16
1184761454,MONTELUKAST SODIUM,MONTELUKAST SODIUM,99
1407959489,RHINOCORT AQUA,BUDESONIDE,13
1720083173,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,14
1073605200,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,39
1184761454,PREDNISONE,PREDNISONE,25
1639170525,ADVAIR HFA,FLUTICASONE/SALMETEROL,13
1639170525,NASONEX,MOMETASONE FUROATE,33
1720083173,NASONEX,MOMETASONE FUROATE,23
1235194200,PROAIR HFA,ALBUTEROL SULFATE,59
1720083173,PREDNISONE,PREDNISONE,19
1235194200,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,68
1720083173,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,15
1235194200,MONTELUKAST SODIUM,MONTELUKAST SODIUM,34
1184761454,ADVAIR HFA,FLUTICASONE/SALMETEROL,34
1720083173,AZELASTINE HCL,AZELASTINE HCL,18
1235194200,SEREVENT DISKUS,SALMETEROL XINAFOATE,12
1639170525,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,34
1316999824,MONTELUKAST SODIUM,MONTELUKAST SODIUM,35
1407959489,ZAFIRLUKAST,ZAFIRLUKAST,16
1639170525,OMEPRAZOLE,OMEPRAZOLE,15
1407959489,EPIPEN 2-PAK,EPINEPHRINE,13
1407959489,OMEPRAZOLE,OMEPRAZOLE,31
1720083173,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,30
1073605200,EPIPEN 2-PAK,EPINEPHRINE,12
1184761454,OMEPRAZOLE,OMEPRAZOLE,12
1407959489,DULERA,MOMETASONE/FORMOTEROL,49
1720083173,PROAIR HFA,ALBUTEROL SULFATE,16
1407959489,AZITHROMYCIN,AZITHROMYCIN,14
1700846284,FENTANYL,FENTANYL,20
1336138478,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,12
1700846284,GABAPENTIN,GABAPENTIN,127
1841388725,MELOXICAM,MELOXICAM,19
1841388725,TIZANIDINE HCL,TIZANIDINE HCL,80
1992794010,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,98
1336138478,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,78
1770786154,LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",14
1770786154,FLUOXETINE HCL,FLUOXETINE HCL,11
1992794010,HYDROMORPHONE HCL,HYDROMORPHONE HCL,18
1841388725,MORPHINE SULFATE ER,MORPHINE SULFATE,106
1992794010,OXYCODONE HCL,OXYCODONE HCL,27
1992794010,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,19
1992794010,DULOXETINE HCL,DULOXETINE HCL,14
1770786154,GABAPENTIN,GABAPENTIN,12
1770786154,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,49
1144381856,DIAZEPAM,DIAZEPAM,17
1144381856,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,13
1770786154,DIVALPROEX SODIUM,DIVALPROEX SODIUM,32
1841388725,GABAPENTIN,GABAPENTIN,138
1770786154,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,29
1770786154,METOPROLOL TARTRATE,METOPROLOL TARTRATE,27
1770786154,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,15
1700846284,DULOXETINE HCL,DULOXETINE HCL,93
1992794010,OXYCONTIN,OXYCODONE HCL,80
1770786154,DONEPEZIL HCL,DONEPEZIL HCL,32
1992794010,MELOXICAM,MELOXICAM,15
1992794010,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,21
1770786154,WARFARIN SODIUM,WARFARIN SODIUM,34
1770786154,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,35
1558301473,ESTRADIOL,ESTRADIOL,12
1700846284,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,17
1770786154,FUROSEMIDE,FUROSEMIDE,53
1700846284,CLONAZEPAM,CLONAZEPAM,35
1144381856,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,21
1992794010,TRAMADOL HCL,TRAMADOL HCL,51
1700846284,NAPROXEN,NAPROXEN,13
1336138478,OXYCONTIN,OXYCODONE HCL,167
1841388725,CELEBREX,CELECOXIB,24
1144381856,GABAPENTIN,GABAPENTIN,40
1992794010,TOPIRAMATE,TOPIRAMATE,68
1770786154,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,26
1770786154,ENTACAPONE,ENTACAPONE,11
1336138478,GABAPENTIN,GABAPENTIN,56
1336138478,HYDROMORPHONE HCL,HYDROMORPHONE HCL,38
1770786154,OMEPRAZOLE,OMEPRAZOLE,27
1841391000,MORPHINE SULFATE ER,MORPHINE SULFATE,12
1700846284,LYRICA,PREGABALIN,81
1841388725,TRAMADOL HCL,TRAMADOL HCL,21
1841388725,BACLOFEN,BACLOFEN,29
1144381856,METHOCARBAMOL,METHOCARBAMOL,11
1336138478,LAMOTRIGINE,LAMOTRIGINE,22
1992794010,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,12
1144381856,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,187
1992794010,MORPHINE SULFATE ER,MORPHINE SULFATE,32
1841388725,CEPHALEXIN,CEPHALEXIN,16
1700846284,MELOXICAM,MELOXICAM,13
1992794010,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,24
1841388725,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,78
1992794010,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,19
1992794010,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,15
1841388725,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,34
1336138478,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,21
1770786154,CLONAZEPAM,CLONAZEPAM,12
1700846284,PIROXICAM,PIROXICAM,17
1700846284,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,22
1336138478,LORAZEPAM,LORAZEPAM,12
1558301473,ZOSTAVAX,ZOSTER VACCINE LIVE/PF,14
1144381856,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,14
1770786154,ZETIA,EZETIMIBE,21
1700846284,IBUPROFEN,IBUPROFEN,37
1770786154,LISINOPRIL,LISINOPRIL,29
1770786154,CLOPIDOGREL,CLOPIDOGREL BISULFATE,18
1992794010,LYRICA,PREGABALIN,34
1841388725,LYRICA,PREGABALIN,52
1770786154,MIRTAZAPINE,MIRTAZAPINE,25
1336138478,DIAZEPAM,DIAZEPAM,34
1770786154,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",30
1770786154,RISPERIDONE,RISPERIDONE,38
1336138478,METHADONE HCL,METHADONE HCL,15
1841388725,KETOPROFEN,KETOPROFEN,40
1992794010,METHOCARBAMOL,METHOCARBAMOL,18
1770786154,CARBIDOPA-LEVODOPA ER,CARBIDOPA/LEVODOPA,18
1144381856,CARISOPRODOL,CARISOPRODOL,40
1770786154,BD ULTRA-FINE PEN NEEDLE,"NEEDLES, INSULIN DISPOSABLE",11
1992794010,DIAZEPAM,DIAZEPAM,13
1700846284,SAVELLA,MILNACIPRAN HCL,13
1700846284,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,12
1700846284,MORPHINE SULFATE ER,MORPHINE SULFATE,64
1841388725,OXYCODONE HCL,OXYCODONE HCL,72
1700846284,OXYCONTIN,OXYCODONE HCL,29
1841388725,METHOCARBAMOL,METHOCARBAMOL,19
1700846284,BACLOFEN,BACLOFEN,11
1770786154,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,15
1770786154,METFORMIN HCL,METFORMIN HCL,11
1841388725,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,24
1841388725,OXYCONTIN,OXYCODONE HCL,55
1841388725,DULOXETINE HCL,DULOXETINE HCL,22
1841388725,HYDROMORPHONE HCL,HYDROMORPHONE HCL,19
1336138478,TOPIRAMATE,TOPIRAMATE,25
1770786154,HUMALOG,INSULIN LISPRO,13
1336138478,LYRICA,PREGABALIN,27
1700846284,METHADONE HCL,METHADONE HCL,43
1336138478,OXYCODONE HCL,OXYCODONE HCL,111
1841388725,PROMETHAZINE HCL,PROMETHAZINE HCL,11
1336138478,METHYLPHENIDATE HCL,METHYLPHENIDATE HCL,13
1770786154,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,12
1700846284,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,19
1841388725,MORPHINE SULFATE,MORPHINE SULFATE,40
1770786154,SIMVASTATIN,SIMVASTATIN,16
1336138478,MORPHINE SULFATE ER,MORPHINE SULFATE,78
1841388725,METHADONE HCL,METHADONE HCL,35
1700846284,OXYCODONE HCL,OXYCODONE HCL,105
1144381856,ALPRAZOLAM,ALPRAZOLAM,27
1770786154,NAMENDA XR,MEMANTINE HCL,23
1336138478,CLONAZEPAM,CLONAZEPAM,12
1770786154,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,36
1700846284,BUTRANS,BUPRENORPHINE,12
1700846284,HYDROMORPHONE HCL,HYDROMORPHONE HCL,20
1841388725,ETODOLAC,ETODOLAC,21
1770786154,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,44
1558301473,SPIRONOLACTONE,SPIRONOLACTONE,11
1841388725,FENTANYL,FENTANYL,44
1992794010,CARISOPRODOL,CARISOPRODOL,11
1700846284,CARISOPRODOL,CARISOPRODOL,32
1992794010,METHADONE HCL,METHADONE HCL,29
1841388725,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219
1700846284,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,194
1336138478,BACLOFEN,BACLOFEN,27
1770786154,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,38
1992794010,GABAPENTIN,GABAPENTIN,38
1700846284,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,110
1336138478,ALPRAZOLAM,ALPRAZOLAM,11
1841388725,NORTRIPTYLINE HCL,NORTRIPTYLINE HCL,133
1700846284,TRAMADOL HCL,TRAMADOL HCL,43
1770786154,GLIMEPIRIDE,GLIMEPIRIDE,13
1942414594,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,13
1013181833,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,19
1275532897,SOTALOL AF,SOTALOL HCL,14
1942414594,WARFARIN SODIUM,WARFARIN SODIUM,50
1730194150,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,32
1730194150,CARVEDILOL,CARVEDILOL,45
1275532897,AMIODARONE HCL,AMIODARONE HCL,53
1275532897,EPLERENONE,EPLERENONE,12
1992804843,MULTAQ,DRONEDARONE HCL,11
1992804843,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,14
1942414594,AMIODARONE HCL,AMIODARONE HCL,11
1275532897,PROPAFENONE HCL ER,PROPAFENONE HCL,11
1992804843,MEXILETINE HCL,MEXILETINE HCL,23
1275532897,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,17
1013181833,FUROSEMIDE,FUROSEMIDE,18
1942414594,CARVEDILOL,CARVEDILOL,102
1942414594,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,17
1013181833,FLECAINIDE ACETATE,FLECAINIDE ACETATE,34
1992804843,FUROSEMIDE,FUROSEMIDE,24
1275532897,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,21
1992804843,FLECAINIDE ACETATE,FLECAINIDE ACETATE,14
1013181833,CARVEDILOL,CARVEDILOL,61
1013181833,ELIQUIS,APIXABAN,24
1992804843,WARFARIN SODIUM,WARFARIN SODIUM,206
1730194150,AMIODARONE HCL,AMIODARONE HCL,18
1275532897,CLOPIDOGREL,CLOPIDOGREL BISULFATE,11
1942414594,FUROSEMIDE,FUROSEMIDE,34
1013181833,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,15
1730194150,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,36
1275532897,FLECAINIDE ACETATE,FLECAINIDE ACETATE,31
1942414594,FLECAINIDE ACETATE,FLECAINIDE ACETATE,49
1992804843,AMIODARONE HCL,AMIODARONE HCL,24
1942414594,DIOVAN,VALSARTAN,15
1275532897,SPIRONOLACTONE,SPIRONOLACTONE,36
1942414594,MUPIROCIN,MUPIROCIN,27
1992804843,SIMVASTATIN,SIMVASTATIN,18
1730194150,LISINOPRIL,LISINOPRIL,18
1992804843,XARELTO,RIVAROXABAN,37
1013181833,RAMIPRIL,RAMIPRIL,13
1013181833,DILTIAZEM 24HR ER,DILTIAZEM HCL,20
1730194150,MIDODRINE HCL,MIDODRINE HCL,29
1275532897,SIMVASTATIN,SIMVASTATIN,22
1942414594,LISINOPRIL,LISINOPRIL,61
1942414594,METOPROLOL TARTRATE,METOPROLOL TARTRATE,24
1942414594,SPIRONOLACTONE,SPIRONOLACTONE,48
1013181833,TIKOSYN,DOFETILIDE,82
1730194150,CLINDAMYCIN HCL,CLINDAMYCIN HCL,29
1992804843,ELIQUIS,APIXABAN,13
1992804843,METOPROLOL TARTRATE,METOPROLOL TARTRATE,14
1013181833,METOPROLOL TARTRATE,METOPROLOL TARTRATE,31
1275532897,ELIQUIS,APIXABAN,11
1942414594,SIMVASTATIN,SIMVASTATIN,14
1013181833,COLCRYS,COLCHICINE,11
1013181833,WARFARIN SODIUM,WARFARIN SODIUM,56
1013181833,PROPRANOLOL HCL,PROPRANOLOL HCL,11
1942414594,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,51
1942414594,OMEPRAZOLE,OMEPRAZOLE,18
1275532897,DIGOX,DIGOXIN,20
1275532897,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,13
1730194150,MULTAQ,DRONEDARONE HCL,55
1275532897,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,17
1992804843,SOTALOL,SOTALOL HCL,43
1013181833,DILTIAZEM 12HR ER,DILTIAZEM HCL,15
1942414594,SOTALOL,SOTALOL HCL,40
1013181833,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,14
1275532897,CARVEDILOL,CARVEDILOL,94
1275532897,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,23
1730194150,SPIRONOLACTONE,SPIRONOLACTONE,25
1992804843,KLOR-CON M20,POTASSIUM CHLORIDE,11
1992804843,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,14
1275532897,FUROSEMIDE,FUROSEMIDE,73
1013181833,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,58
1275532897,METOPROLOL TARTRATE,METOPROLOL TARTRATE,29
1013181833,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,31
1275532897,LISINOPRIL,LISINOPRIL,44
1942414594,DILTIAZEM 24HR ER,DILTIAZEM HCL,18
1013181833,CRESTOR,ROSUVASTATIN CALCIUM,15
1992804843,GEMFIBROZIL,GEMFIBROZIL,11
1992804843,CARVEDILOL,CARVEDILOL,99
1942414594,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,29
1013181833,SIMVASTATIN,SIMVASTATIN,31
1992804843,DIGOX,DIGOXIN,19
1992804843,LISINOPRIL,LISINOPRIL,58
1730194150,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,11
1013181833,VERAPAMIL ER,VERAPAMIL HCL,14
1013181833,BYSTOLIC,NEBIVOLOL HCL,13
1992804843,MUPIROCIN,MUPIROCIN,33
1013181833,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,12
1730194150,ELIQUIS,APIXABAN,83
1275532897,WARFARIN SODIUM,WARFARIN SODIUM,123
1992804843,DIGOXIN,DIGOXIN,26
1275532897,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,60
1730194150,METOPROLOL TARTRATE,METOPROLOL TARTRATE,66
1013181833,CLOPIDOGREL,CLOPIDOGREL BISULFATE,12
1013181833,MULTAQ,DRONEDARONE HCL,109
1013181833,SPIRONOLACTONE,SPIRONOLACTONE,53
1730194150,VERAPAMIL ER,VERAPAMIL HCL,37
1013181833,SOTALOL,SOTALOL HCL,37
1730194150,WARFARIN SODIUM,WARFARIN SODIUM,41
1013181833,LISINOPRIL,LISINOPRIL,45
1275532897,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,11
1992804843,SPIRONOLACTONE,SPIRONOLACTONE,13
1730194150,XARELTO,RIVAROXABAN,29
1275532897,SOTALOL,SOTALOL HCL,25
1942414594,ELIQUIS,APIXABAN,41
1992804843,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,46
1730194150,DILTIAZEM ER,DILTIAZEM HCL,18
1932137213,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,78
1588720007,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,35
1841444197,LISINOPRIL,LISINOPRIL,17
1073700225,CLOPIDOGREL,CLOPIDOGREL BISULFATE,32
1932137213,WARFARIN SODIUM,WARFARIN SODIUM,88
1932137213,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,16
1841444197,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,23
1588720007,AMIODARONE HCL,AMIODARONE HCL,12
1932137213,SPIRONOLACTONE,SPIRONOLACTONE,28
1962440800,LEVOFLOXACIN,LEVOFLOXACIN,13
1588720007,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,22
1932137213,LISINOPRIL,LISINOPRIL,20
1841444197,AMIODARONE HCL,AMIODARONE HCL,12
1962440800,GABAPENTIN,GABAPENTIN,23
1962440800,CILOSTAZOL,CILOSTAZOL,52
1841444197,SIMVASTATIN,SIMVASTATIN,31
1932137213,OXYCODONE HCL,OXYCODONE HCL,13
1932137213,CLOPIDOGREL,CLOPIDOGREL BISULFATE,29
1588720007,OXYCODONE HCL,OXYCODONE HCL,11
1588720007,CLOPIDOGREL,CLOPIDOGREL BISULFATE,23
1073700225,CILOSTAZOL,CILOSTAZOL,16
1962440800,CLOPIDOGREL,CLOPIDOGREL BISULFATE,35
1932137213,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,11
1932137213,ALLOPURINOL,ALLOPURINOL,12
1841444197,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,18
1841444197,METOPROLOL TARTRATE,METOPROLOL TARTRATE,28
1932137213,METOPROLOL TARTRATE,METOPROLOL TARTRATE,73
1932137213,FUROSEMIDE,FUROSEMIDE,26
1588720007,WARFARIN SODIUM,WARFARIN SODIUM,25
1932137213,AMIODARONE HCL,AMIODARONE HCL,14
1841444197,WARFARIN SODIUM,WARFARIN SODIUM,17
1932137213,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,13
1588720007,METOPROLOL TARTRATE,METOPROLOL TARTRATE,47
1932137213,MUPIROCIN,MUPIROCIN,15
1588720007,LISINOPRIL,LISINOPRIL,11
1073700225,OXYCODONE HCL,OXYCODONE HCL,12
1932137213,OMEPRAZOLE,OMEPRAZOLE,14
1932137213,NOVOLOG,INSULIN ASPART,12
1932137213,NOVOLIN N,INSULIN NPH HUMAN ISOPHANE,12
1124077334,LOVASTATIN,LOVASTATIN,24
1477581916,SIMVASTATIN,SIMVASTATIN,92
1427009570,DILANTIN,PHENYTOIN SODIUM EXTENDED,15
1659376135,METOPROLOL TARTRATE,METOPROLOL TARTRATE,293
1124077334,NADOLOL,NADOLOL,35
1346396967,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,31
1457312464,DILTIAZEM 24HR ER,DILTIAZEM HCL,13
1861540593,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,27
1558444216,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,18
1922057389,IRBESARTAN,IRBESARTAN,21
1497781512,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,44
1497780845,DILTIAZEM 24HR CD,DILTIAZEM HCL,20
1659376135,DILTIAZEM 24HR ER,DILTIAZEM HCL,51
1922057389,TORSEMIDE,TORSEMIDE,45
1902888183,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,125
1114934387,CEPHALEXIN,CEPHALEXIN,13
1518995158,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,24
1659376135,NITROSTAT,NITROGLYCERIN,50
1922038520,DIOVAN,VALSARTAN,14
1619902012,ELIQUIS,APIXABAN,26
1821026246,ENALAPRIL MALEATE,ENALAPRIL MALEATE,46
1477593085,XARELTO,RIVAROXABAN,72
1326083023,DIGOX,DIGOXIN,29
1124077334,MULTAQ,DRONEDARONE HCL,28
1124077334,METOLAZONE,METOLAZONE,33
1437263001,CARVEDILOL,CARVEDILOL,85
1588669071,NITROSTAT,NITROGLYCERIN,52
1861548471,AMIODARONE HCL,AMIODARONE HCL,16
1861447500,DIGOX,DIGOXIN,15
1730305095,BUMETANIDE,BUMETANIDE,20
1124077334,PHENYTOIN SODIUM EXTENDED,PHENYTOIN SODIUM EXTENDED,12
1619902012,CLONIDINE HCL,CLONIDINE HCL,11
1790714251,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,193
1265479521,SOTALOL,SOTALOL HCL,22
1265479521,METFORMIN HCL,METFORMIN HCL,11
1861540593,DILTIAZEM 24HR CD,DILTIAZEM HCL,18
1124077334,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,368
1457312464,BUMETANIDE,BUMETANIDE,33
1821026246,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,60
1477593085,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,41
1588669071,CARVEDILOL,CARVEDILOL,122
1588669071,SOTALOL,SOTALOL HCL,16
1043257306,EFFIENT,PRASUGREL HCL,11
1922038520,LISINOPRIL,LISINOPRIL,202
1558444216,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,22
1477581916,ATENOLOL,ATENOLOL,32
1811951601,WARFARIN SODIUM,WARFARIN SODIUM,90
1922057389,RAMIPRIL,RAMIPRIL,13
1265479521,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,58
1902888183,DIGOXIN,DIGOXIN,16
1124077334,AZOR,AMLODIPINE BES/OLMESARTAN MED,28
1982691127,SOTALOL,SOTALOL HCL,16
1447270764,NIACIN ER,NIACIN,12
1003865171,SPIRONOLACTONE,SPIRONOLACTONE,171
1861548471,CLOPIDOGREL,CLOPIDOGREL BISULFATE,34
1922038520,WARFARIN SODIUM,WARFARIN SODIUM,156
1457312464,ENALAPRIL MALEATE,ENALAPRIL MALEATE,30
1003865171,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,216
1982691127,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,56
1861548471,NITROSTAT,NITROGLYCERIN,30
1861447500,MULTAQ,DRONEDARONE HCL,21
1861540593,SIMVASTATIN,SIMVASTATIN,445
1164414595,SPIRONOLACTONE,SPIRONOLACTONE,142
1346396967,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,65
1407992076,CHLORTHALIDONE,CHLORTHALIDONE,16
1124077334,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,121
1790851319,SIMVASTATIN,SIMVASTATIN,232
1588669071,DILTIAZEM 24HR ER,DILTIAZEM HCL,15
1457312464,FUROSEMIDE,FUROSEMIDE,253
