npi,drug_name,generic_name,total_claim_count
1053422097,METHADONE HCL,METHADONE HCL,105
1053422097,VOLTAREN,DICLOFENAC SODIUM,11
1053422097,MORPHINE SULFATE ER,MORPHINE SULFATE,153
1962555847,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,65
1053422097,IBUPROFEN,IBUPROFEN,13
1932262474,HYDROMORPHONE HCL,HYDROMORPHONE HCL,72
1053422097,OXYCODONE HCL,OXYCODONE HCL,337
1932262474,FENTANYL,FENTANYL,21
1053422097,BACLOFEN,BACLOFEN,61
1932262474,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,93
1053422097,METHOCARBAMOL,METHOCARBAMOL,52
1053422097,TOPIRAMATE,TOPIRAMATE,139
1053422097,LIDOCAINE,LIDOCAINE,35
1528175155,SERTRALINE HCL,SERTRALINE HCL,11
1124127113,SPIRONOLACTONE,SPIRONOLACTONE,31
1124127113,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,45
1124127113,DILTIAZEM HCL,DILTIAZEM HCL,57
1124127113,CLOPIDOGREL,CLOPIDOGREL BISULFATE,24
1124127113,TAZTIA XT,DILTIAZEM HCL,22
1427252097,FLECAINIDE ACETATE,FLECAINIDE ACETATE,21
1427252097,DIGOXIN,DIGOXIN,13
1124127113,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,246
1124127113,DILTIAZEM 24HR CD,DILTIAZEM HCL,71
1124127113,FUROSEMIDE,FUROSEMIDE,22
1124127113,TIKOSYN,DOFETILIDE,76
1124127113,FLECAINIDE ACETATE,FLECAINIDE ACETATE,183
1427252097,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,18
1427252097,SOTALOL,SOTALOL HCL,29
1124127113,METOPROLOL TARTRATE,METOPROLOL TARTRATE,86
1124127113,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,21
1427252097,SOTALOL AF,SOTALOL HCL,11
1124127113,MEXILETINE HCL,MEXILETINE HCL,23
1124127113,DILTIAZEM 24HR ER,DILTIAZEM HCL,104
1427252097,METOPROLOL TARTRATE,METOPROLOL TARTRATE,23
1427252097,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,18
1124127113,SOTALOL,SOTALOL HCL,128
1124127113,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,17
1124127113,XARELTO,RIVAROXABAN,35
1124127113,CARVEDILOL,CARVEDILOL,92
1427252097,WARFARIN SODIUM,WARFARIN SODIUM,34
1124127113,WARFARIN SODIUM,WARFARIN SODIUM,186
1427252097,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,16
1427252097,AMIODARONE HCL,AMIODARONE HCL,47
1124127113,ENALAPRIL MALEATE,ENALAPRIL MALEATE,12
1124127113,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,22
1124127113,LISINOPRIL,LISINOPRIL,82
1124127113,CARTIA XT,DILTIAZEM HCL,11
1124127113,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,32
1124127113,AMIODARONE HCL,AMIODARONE HCL,130
1124127113,ATENOLOL,ATENOLOL,36
1124127113,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,20
1427252097,CEPHALEXIN,CEPHALEXIN,32
1568562098,CRESTOR,ROSUVASTATIN CALCIUM,19
1568562098,LISINOPRIL,LISINOPRIL,15
1568562098,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,17
1871605279,CLOPIDOGREL,CLOPIDOGREL BISULFATE,15
1568562098,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,14
1568562098,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,24
1568562098,TERAZOSIN HCL,TERAZOSIN HCL,12
1568562098,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,14
1144250226,TRAMADOL HCL,TRAMADOL HCL,28
1568562098,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,18
1568562098,FUROSEMIDE,FUROSEMIDE,40
1871605279,CILOSTAZOL,CILOSTAZOL,11
1144250226,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,15
1568562098,CLOPIDOGREL,CLOPIDOGREL BISULFATE,58
1568562098,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,49
1568562098,METOPROLOL TARTRATE,METOPROLOL TARTRATE,44
1568562098,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,12
1568562098,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,22
1518926534,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,28
1770657157,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,36
1548420904,ATENOLOL,ATENOLOL,13
1366472441,SILDENAFIL,SILDENAFIL CITRATE,41
1215127493,CRESTOR,ROSUVASTATIN CALCIUM,26
1447249255,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,15
1275568933,METOPROLOL TARTRATE,METOPROLOL TARTRATE,158
1366533382,CLOPIDOGREL,CLOPIDOGREL BISULFATE,442
1770657157,MULTAQ,DRONEDARONE HCL,20
1356439798,DIGOXIN,DIGOXIN,38
1871511436,LISINOPRIL,LISINOPRIL,115
1114985454,SIMVASTATIN,SIMVASTATIN,65
1871511436,ATENOLOL,ATENOLOL,30
1356439798,QUINAPRIL HCL,QUINAPRIL HCL,19
1215127493,JANTOVEN,WARFARIN SODIUM,20
1447249255,RAMIPRIL,RAMIPRIL,82
1871511436,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,14
1588681449,LISINOPRIL,LISINOPRIL,32
1396978128,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,39
1376622985,SPIRONOLACTONE,SPIRONOLACTONE,44
1578662433,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,20
1851565022,CARVEDILOL,CARVEDILOL,116
1396978128,CLOPIDOGREL,CLOPIDOGREL BISULFATE,98
1952485740,SIMVASTATIN,SIMVASTATIN,71
1871511436,CLOPIDOGREL,CLOPIDOGREL BISULFATE,97
1447249255,WELCHOL,COLESEVELAM HCL,12
1396978128,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,42
1578662433,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,12
1467585349,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,83
1912098971,OMEPRAZOLE,OMEPRAZOLE,18
1548420904,LISINOPRIL,LISINOPRIL,49
1912098971,CRESTOR,ROSUVASTATIN CALCIUM,106
1255541983,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,96
1366533382,CARVEDILOL,CARVEDILOL,430
1548423080,COREG,CARVEDILOL,11
1366533382,ALLOPURINOL,ALLOPURINOL,20
1366533382,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,493
1386814044,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,31
1912098971,ZETIA,EZETIMIBE,48
1215945001,HYDRALAZINE HCL,HYDRALAZINE HCL,13
1275568933,CHLORTHALIDONE,CHLORTHALIDONE,24
1366533382,BENICAR,OLMESARTAN MEDOXOMIL,24
1912098971,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,121
1447249255,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,233
1548420904,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,17
1881896223,ATENOLOL,ATENOLOL,41
1922272228,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,137
1932316924,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,114
1063695948,FUROSEMIDE,FUROSEMIDE,47
1396978128,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,13
1366472441,HYDRALAZINE HCL,HYDRALAZINE HCL,30
1215945001,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,42
1518926534,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,90
1518926534,CARVEDILOL,CARVEDILOL,35
1366533382,JANTOVEN,WARFARIN SODIUM,59
1184784076,CLOPIDOGREL,CLOPIDOGREL BISULFATE,149
1063695948,CARVEDILOL,CARVEDILOL,90
1386814044,HYDRALAZINE HCL,HYDRALAZINE HCL,23
1003923780,PROPAFENONE HCL,PROPAFENONE HCL,42
1770657157,FLECAINIDE ACETATE,FLECAINIDE ACETATE,61
1396978128,MULTAQ,DRONEDARONE HCL,25
1447249255,ZETIA,EZETIMIBE,30
1447249255,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,149
1447249255,DIGOXIN,DIGOXIN,20
1356439798,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,237
1184784076,VERAPAMIL ER,VERAPAMIL HCL,16
1447475637,ATENOLOL,ATENOLOL,30
1366533382,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,291
1447249255,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,272
1770657157,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,510
1386708931,AMIODARONE HCL,AMIODARONE HCL,16
1376622985,FUROSEMIDE,FUROSEMIDE,126
1922272228,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,308
1114985454,ELIQUIS,APIXABAN,19
1881896223,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,120
1881611747,FUROSEMIDE,FUROSEMIDE,40
1932127537,FLECAINIDE ACETATE,FLECAINIDE ACETATE,127
1184784076,SIMVASTATIN,SIMVASTATIN,16
1003994286,METOPROLOL TARTRATE,METOPROLOL TARTRATE,30
1881896223,DILTIAZEM 24HR CD,DILTIAZEM HCL,37
1881896223,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,35
1366533382,TRACLEER,BOSENTAN,12
1770657157,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,21
1215945001,CRESTOR,ROSUVASTATIN CALCIUM,45
1437176906,DIGOX,DIGOXIN,12
1467585349,CARVEDILOL,CARVEDILOL,53
1366472441,DIGOX,DIGOXIN,24
1447475637,METOPROLOL TARTRATE,METOPROLOL TARTRATE,110
1215048574,DIGOX,DIGOXIN,15
1356439798,DILT-XR,DILTIAZEM HCL,34
1932316924,FAMOTIDINE,FAMOTIDINE,13
1366533382,FUROSEMIDE,FUROSEMIDE,529
1366472441,LISINOPRIL,LISINOPRIL,123
1366533382,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,69
1275568933,PROBENECID-COLCHICINE,COLCHICINE/PROBENECID,11
1063695948,PROPRANOLOL HCL ER,PROPRANOLOL HCL,11
1275568933,METOLAZONE,METOLAZONE,14
1003923780,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,53
1275568933,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,150
1548423080,CILOSTAZOL,CILOSTAZOL,11
1578662433,BYSTOLIC,NEBIVOLOL HCL,11
1275568933,AMIODARONE HCL,AMIODARONE HCL,57
1366533382,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,21
1881896223,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,11
1922272228,CARVEDILOL,CARVEDILOL,129
1366472441,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,16
1952485740,ATENOLOL,ATENOLOL,45
1578662433,WARFARIN SODIUM,WARFARIN SODIUM,134
1922272228,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,209
1215127493,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,63
1003994286,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,21
1922272228,DIGOXIN,DIGOXIN,20
1275568933,RANEXA,RANOLAZINE,14
1063430791,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,77
1386814044,NITROSTAT,NITROGLYCERIN,35
1366533382,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,196
1548420904,DIGOX,DIGOXIN,12
1447249255,CRESTOR,ROSUVASTATIN CALCIUM,133
1386708931,WARFARIN SODIUM,WARFARIN SODIUM,13
1952485740,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,94
1447475637,DIGOX,DIGOXIN,44
1881611747,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,32
1932127537,METOPROLOL TARTRATE,METOPROLOL TARTRATE,14
1578662433,CLOPIDOGREL,CLOPIDOGREL BISULFATE,525
1215127493,WARFARIN SODIUM,WARFARIN SODIUM,11
1467585349,METOPROLOL TARTRATE,METOPROLOL TARTRATE,119
1275568933,CRESTOR,ROSUVASTATIN CALCIUM,54
1912098971,DILTIAZEM 24HR CD,DILTIAZEM HCL,18
1215127493,AMIODARONE HCL,AMIODARONE HCL,16
1215048574,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,81
1932316924,CARVEDILOL,CARVEDILOL,154
1356439798,JANTOVEN,WARFARIN SODIUM,58
1952485740,RAMIPRIL,RAMIPRIL,36
1447249255,CARVEDILOL,CARVEDILOL,169
1003923780,DIOVAN,VALSARTAN,15
1952485740,DILTIAZEM 24HR CD,DILTIAZEM HCL,17
1184784076,ENALAPRIL MALEATE,ENALAPRIL MALEATE,14
1396978128,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,29
1447475637,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,82
1356439798,DIGOX,DIGOXIN,105
1548420904,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,55
1548420904,DILTIAZEM 24HR ER,DILTIAZEM HCL,12
1215945001,CARVEDILOL,CARVEDILOL,85
1366472441,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,29
1437176906,METOPROLOL TARTRATE,METOPROLOL TARTRATE,37
1881896223,VERAPAMIL ER,VERAPAMIL HCL,26
1003923780,SOTALOL,SOTALOL HCL,15
1114985454,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,16
1386708931,RAMIPRIL,RAMIPRIL,15
1275568933,DILTIAZEM 24HR CD,DILTIAZEM HCL,31
1770657157,JANTOVEN,WARFARIN SODIUM,215
1356439798,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,24
1548423080,MULTAQ,DRONEDARONE HCL,11
1578662433,DIOVAN,VALSARTAN,21
1063695948,METOPROLOL TARTRATE,METOPROLOL TARTRATE,24
1922272228,RANEXA,RANOLAZINE,20
1396978128,SIMVASTATIN,SIMVASTATIN,111
1518926534,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,35
1003923780,CHLORTHALIDONE,CHLORTHALIDONE,12
1063695948,WARFARIN SODIUM,WARFARIN SODIUM,69
1912098971,ENALAPRIL MALEATE,ENALAPRIL MALEATE,18
1952485740,AMIODARONE HCL,AMIODARONE HCL,32
1275568933,LISINOPRIL,LISINOPRIL,217
1770657157,LISINOPRIL,LISINOPRIL,499
1952485740,CLOPIDOGREL,CLOPIDOGREL BISULFATE,193
1851565022,DILTIAZEM 24HR CD,DILTIAZEM HCL,13
1518926534,METOPROLOL TARTRATE,METOPROLOL TARTRATE,30
1770657157,MIRTAZAPINE,MIRTAZAPINE,13
1881896223,ENALAPRIL MALEATE,ENALAPRIL MALEATE,45
1912098971,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,160
1063695948,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,33
1770657157,SERTRALINE HCL,SERTRALINE HCL,23
1912098971,LOVASTATIN,LOVASTATIN,19
1386814044,ZETIA,EZETIMIBE,61
1447475637,DIGOXIN,DIGOXIN,20
1932316924,RANEXA,RANOLAZINE,15
1932127537,LISINOPRIL,LISINOPRIL,11
1376622985,NITROSTAT,NITROGLYCERIN,16
1548423080,NITROSTAT,NITROGLYCERIN,54
1447249255,TOPROL XL,METOPROLOL SUCCINATE,12
1366533382,BENAZEPRIL-HYDROCHLOROTHIAZIDE,BENAZEPRIL/HYDROCHLOROTHIAZIDE,22
1912098971,CHLORTHALIDONE,CHLORTHALIDONE,19
1770657157,LORAZEPAM,LORAZEPAM,14
1063430791,CLOPIDOGREL,CLOPIDOGREL BISULFATE,82
1063695948,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,64
1518926534,LISINOPRIL,LISINOPRIL,80
1356439798,XARELTO,RIVAROXABAN,53
1114985454,FUROSEMIDE,FUROSEMIDE,69
1932316924,RANITIDINE HCL,RANITIDINE HCL,18
1396978128,FLECAINIDE ACETATE,FLECAINIDE ACETATE,31
1912098971,DIGOXIN,DIGOXIN,47
1932316924,WARFARIN SODIUM,WARFARIN SODIUM,33
1114985454,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,17
1003923780,SIMVASTATIN,SIMVASTATIN,118
1447249255,GEMFIBROZIL,GEMFIBROZIL,12
1003923780,NITROSTAT,NITROGLYCERIN,17
1912098971,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,138
1770657157,TIKOSYN,DOFETILIDE,28
1366533382,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,83
1932316924,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,12
1578662433,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,15
1881611747,LISINOPRIL,LISINOPRIL,78
1356439798,PROAIR HFA,ALBUTEROL SULFATE,29
1770657157,RANEXA,RANOLAZINE,16
1275568933,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,11
1366533382,FLECAINIDE ACETATE,FLECAINIDE ACETATE,37
1447249255,XARELTO,RIVAROXABAN,122
1518926534,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,93
1386814044,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,65
1447249255,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,53
1356439798,CRESTOR,ROSUVASTATIN CALCIUM,20
1548423080,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,199
1366472441,WARFARIN SODIUM,WARFARIN SODIUM,180
1932127537,TIKOSYN,DOFETILIDE,20
1255541983,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,78
1447475637,ENALAPRIL MALEATE,ENALAPRIL MALEATE,36
1447475637,NITROSTAT,NITROGLYCERIN,33
1003994286,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,25
1215048574,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,17
1396978128,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,62
1366533382,XARELTO,RIVAROXABAN,42
1003923780,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,20
1588681449,BRILINTA,TICAGRELOR,18
1003923780,SPIRONOLACTONE,SPIRONOLACTONE,86
1932316924,ATENOLOL,ATENOLOL,24
1770657157,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,16
1932316924,NITROSTAT,NITROGLYCERIN,24
1376622985,WARFARIN SODIUM,WARFARIN SODIUM,62
1447249255,DIGOX,DIGOXIN,32
1578662433,AMIODARONE HCL,AMIODARONE HCL,28
1871511436,SOTALOL,SOTALOL HCL,43
1922272228,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,51
1275568933,ALLOPURINOL,ALLOPURINOL,14
1447249255,LISINOPRIL,LISINOPRIL,173
1588681449,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,27
1548423080,METOPROLOL TARTRATE,METOPROLOL TARTRATE,177
1366533382,MOEXIPRIL HCL,MOEXIPRIL HCL,16
1871511436,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,84
1447249255,METOPROLOL TARTRATE,METOPROLOL TARTRATE,75
1396978128,TORSEMIDE,TORSEMIDE,15
1366533382,LISINOPRIL,LISINOPRIL,308
1518116680,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,13
1912098971,METOPROLOL TARTRATE,METOPROLOL TARTRATE,227
1952485740,LISINOPRIL,LISINOPRIL,167
1366533382,SOTALOL,SOTALOL HCL,25
1952485740,METFORMIN HCL,METFORMIN HCL,25
1548423080,SOTALOL,SOTALOL HCL,19
1871511436,ENALAPRIL MALEATE,ENALAPRIL MALEATE,12
1255541983,ATENOLOL,ATENOLOL,24
