npi,drug_name,generic_name,total_claim_count
1417916545,XOPENEX HFA,LEVALBUTEROL TARTRATE,21
1417916545,XOLAIR,OMALIZUMAB,12
1083619431,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,14
1265476857,GABAPENTIN,GABAPENTIN,89
1265476857,BACLOFEN,BACLOFEN,16
1801864418,METHADONE HCL,METHADONE HCL,73
1275521908,SERTRALINE HCL,SERTRALINE HCL,11
1144247834,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,19
1144247834,CELEBREX,CELECOXIB,14
1790715670,NORTRIPTYLINE HCL,NORTRIPTYLINE HCL,12
1801864418,OXYCONTIN,OXYCODONE HCL,100
1275521908,TEMAZEPAM,TEMAZEPAM,23
1275585689,OXYCONTIN,OXYCODONE HCL,11
1275585689,OXYCODONE HCL,OXYCODONE HCL,11
1265476857,METHADONE HCL,METHADONE HCL,15
1801864418,LYRICA,PREGABALIN,15
1144247834,LIDOCAINE,LIDOCAINE,11
1790715670,GABAPENTIN,GABAPENTIN,20
1801864418,MORPHINE SULFATE ER,MORPHINE SULFATE,97
1144247834,DIAZEPAM,DIAZEPAM,43
1851457394,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,11
1265476857,OXYCODONE HCL,OXYCODONE HCL,25
1801864418,OXYMORPHONE HCL ER,OXYMORPHONE HCL,48
1275521908,ALPRAZOLAM,ALPRAZOLAM,15
1275521908,ARMOUR THYROID,"THYROID,PORK",12
1275585689,GABAPENTIN,GABAPENTIN,12
1144247834,GABAPENTIN,GABAPENTIN,14
1144247834,LYRICA,PREGABALIN,13
1649258468,GABAPENTIN,GABAPENTIN,18
1801864418,IBUPROFEN,IBUPROFEN,40
1649258468,LYRICA,PREGABALIN,12
1801864418,BUPRENORPHINE HCL,BUPRENORPHINE HCL,13
1275585689,BACLOFEN,BACLOFEN,14
1801864418,METHYLPREDNISOLONE,METHYLPREDNISOLONE,26
1144247834,LOVAZA,OMEGA-3 ACID ETHYL ESTERS,34
1801864418,OXYCODONE HCL,OXYCODONE HCL,104
1235170671,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,13
1801864418,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,124
1265476857,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,56
1801864418,FENTANYL,FENTANYL,71
1235170671,GABAPENTIN,GABAPENTIN,41
1275521908,AZITHROMYCIN,AZITHROMYCIN,15
1275521908,DONEPEZIL HCL,DONEPEZIL HCL,11
1801864418,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,160
1801864418,GABAPENTIN,GABAPENTIN,33
1275585689,HYDROMORPHONE HCL,HYDROMORPHONE HCL,29
1851457394,GABAPENTIN,GABAPENTIN,17
1801864418,HYDROMORPHONE HCL,HYDROMORPHONE HCL,178
1265476857,MORPHINE SULFATE ER,MORPHINE SULFATE,18
1801864418,SUBOXONE,BUPRENORPHINE HCL/NALOXONE HCL,199
1144247834,VOLTAREN,DICLOFENAC SODIUM,25
1659398501,LISINOPRIL,LISINOPRIL,26
1093877730,CARVEDILOL,CARVEDILOL,16
1154379063,XARELTO,RIVAROXABAN,95
1154379063,LISINOPRIL,LISINOPRIL,12
1093877730,TIKOSYN,DOFETILIDE,118
1093877730,METOPROLOL TARTRATE,METOPROLOL TARTRATE,59
1093877730,LISINOPRIL,LISINOPRIL,96
1154379063,DILTIAZEM 24HR ER,DILTIAZEM HCL,16
1154379063,WARFARIN SODIUM,WARFARIN SODIUM,27
1093877730,WARFARIN SODIUM,WARFARIN SODIUM,62
1093877730,KLOR-CON M20,POTASSIUM CHLORIDE,11
1093877730,ELIQUIS,APIXABAN,48
1093877730,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,23
1093877730,VERAPAMIL ER,VERAPAMIL HCL,17
1093877730,XARELTO,RIVAROXABAN,22
1093877730,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,26
1093877730,DILTIAZEM 24HR ER,DILTIAZEM HCL,14
1093877730,ATENOLOL,ATENOLOL,33
1154379063,MULTAQ,DRONEDARONE HCL,23
1659398501,WARFARIN SODIUM,WARFARIN SODIUM,20
1093877730,VERAPAMIL HCL,VERAPAMIL HCL,11
1659398501,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,36
1093877730,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,95
1093877730,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,34
1093877730,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,21
1154379063,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,36
1659398501,DILTIAZEM 24HR CD,DILTIAZEM HCL,11
1154379063,CARTIA XT,DILTIAZEM HCL,12
1093877730,BYSTOLIC,NEBIVOLOL HCL,17
1659398501,XARELTO,RIVAROXABAN,107
1093877730,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,40
1154379063,METOPROLOL TARTRATE,METOPROLOL TARTRATE,21
1093877730,DILTIAZEM 24HR CD,DILTIAZEM HCL,11
1154379063,DILTIAZEM 24HR CD,DILTIAZEM HCL,53
1154379063,AMIODARONE HCL,AMIODARONE HCL,19
1093877730,FUROSEMIDE,FUROSEMIDE,32
1154379063,DILTIAZEM ER,DILTIAZEM HCL,22
1093877730,CRESTOR,ROSUVASTATIN CALCIUM,13
1093877730,AMIODARONE HCL,AMIODARONE HCL,22
1093877730,MULTAQ,DRONEDARONE HCL,35
1154379063,TIKOSYN,DOFETILIDE,161
1093877730,SIMVASTATIN,SIMVASTATIN,15
1659398501,TIKOSYN,DOFETILIDE,98
1952323545,METOPROLOL TARTRATE,METOPROLOL TARTRATE,116
1780642892,METOPROLOL TARTRATE,METOPROLOL TARTRATE,114
1306813159,NITROSTAT,NITROGLYCERIN,11
1992818611,ATENOLOL,ATENOLOL,83
1376562074,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,29
1447213384,COUMADIN,WARFARIN SODIUM,28
1376562074,WARFARIN SODIUM,WARFARIN SODIUM,19
1386663094,TIKOSYN,DOFETILIDE,18
1821056912,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,136
1417949694,XARELTO,RIVAROXABAN,68
1780642892,ELIQUIS,APIXABAN,43
1386602639,SOTALOL,SOTALOL HCL,11
1275632267,SIMVASTATIN,SIMVASTATIN,20
1245343540,CARVEDILOL,CARVEDILOL,12
1447213384,CARVEDILOL,CARVEDILOL,314
1447213384,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,58
1033159272,DIGOX,DIGOXIN,15
1285737429,VYTORIN,EZETIMIBE/SIMVASTATIN,20
1417949694,METOLAZONE,METOLAZONE,14
1780603647,SOTALOL,SOTALOL HCL,41
1780642892,VERAPAMIL ER,VERAPAMIL HCL,12
1588702187,DILTIAZEM 24HR CD,DILTIAZEM HCL,65
1598868499,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,20
1790704401,LOVASTATIN,LOVASTATIN,14
1447213384,COREG CR,CARVEDILOL PHOSPHATE,11
1275632267,TIKOSYN,DOFETILIDE,55
1376562074,ZETIA,EZETIMIBE,20
1013928910,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,46
1588702187,METOPROLOL TARTRATE,METOPROLOL TARTRATE,206
1376562074,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,54
1780603647,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,38
1013928910,BENICAR,OLMESARTAN MEDOXOMIL,23
1790704401,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,30
1417949694,FUROSEMIDE,FUROSEMIDE,36
1780603647,LOVASTATIN,LOVASTATIN,55
1609927607,METOPROLOL TARTRATE,METOPROLOL TARTRATE,55
1821056912,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,11
1306813159,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,15
1992818611,CARVEDILOL,CARVEDILOL,51
1306813159,DILTIAZEM ER,DILTIAZEM HCL,14
1780603647,DIGOX,DIGOXIN,16
1033159272,VYTORIN,EZETIMIBE/SIMVASTATIN,11
1013928910,FAMOTIDINE,FAMOTIDINE,210
1295757425,XARELTO,RIVAROXABAN,88
1952323545,DIGOX,DIGOXIN,12
1013928910,VERAPAMIL SR,VERAPAMIL HCL,11
1013082098,DIGOX,DIGOXIN,161
1780603647,CLOPIDOGREL,CLOPIDOGREL BISULFATE,167
1609927607,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,30
1396764403,METOLAZONE,METOLAZONE,13
1306813142,WARFARIN SODIUM,WARFARIN SODIUM,644
1770685638,METOPROLOL TARTRATE,METOPROLOL TARTRATE,18
1578652996,TORSEMIDE,TORSEMIDE,46
1376562074,SPIRONOLACTONE,SPIRONOLACTONE,77
1417949694,RANEXA,RANOLAZINE,20
1295757425,NIFEDIPINE ER,NIFEDIPINE,25
1386602639,CLOPIDOGREL,CLOPIDOGREL BISULFATE,53
1447213384,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,26
1306813159,AMIODARONE HCL,AMIODARONE HCL,22
1780642892,METOLAZONE,METOLAZONE,14
1275632267,CARVEDILOL,CARVEDILOL,32
1821056912,FUROSEMIDE,FUROSEMIDE,114
1013928910,MEXILETINE HCL,MEXILETINE HCL,11
1306813159,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,139
1396764403,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,52
1457351835,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,61
1952323545,VERAPAMIL ER,VERAPAMIL HCL,14
1780642892,DILTIAZEM 24HR CD,DILTIAZEM HCL,94
1386602639,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,13
1306813159,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,67
1790704401,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,28
1952323545,WARFARIN SODIUM,WARFARIN SODIUM,51
1306813142,AMIODARONE HCL,AMIODARONE HCL,109
1013082098,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,72
1639251861,LOVAZA,OMEGA-3 ACID ETHYL ESTERS,12
1306813142,VYTORIN,EZETIMIBE/SIMVASTATIN,14
1790704401,ELIQUIS,APIXABAN,60
1275632267,DILTIAZEM 24HR CD,DILTIAZEM HCL,18
1104912310,FUROSEMIDE,FUROSEMIDE,11
1285737429,CLOPIDOGREL,CLOPIDOGREL BISULFATE,22
1992818611,LOVASTATIN,LOVASTATIN,13
1104912310,ATENOLOL,ATENOLOL,16
1821056912,RANEXA,RANOLAZINE,74
1588702187,NITROSTAT,NITROGLYCERIN,62
1306813142,VERAPAMIL ER,VERAPAMIL HCL,26
1447213384,NADOLOL,NADOLOL,39
1013928910,RANEXA,RANOLAZINE,49
1275632267,METOPROLOL TARTRATE,METOPROLOL TARTRATE,36
1588702187,FLECAINIDE ACETATE,FLECAINIDE ACETATE,21
1306813142,CILOSTAZOL,CILOSTAZOL,87
1396764403,FUROSEMIDE,FUROSEMIDE,169
1780603647,HYDRALAZINE HCL,HYDRALAZINE HCL,98
1013082098,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,125
1306813159,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,41
1447213384,WELCHOL,COLESEVELAM HCL,16
1992818611,DILTIAZEM ER,DILTIAZEM HCL,14
1588702187,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,74
1821056912,WARFARIN SODIUM,WARFARIN SODIUM,26
1639251861,SIMVASTATIN,SIMVASTATIN,23
1306813142,GEMFIBROZIL,GEMFIBROZIL,23
1417949694,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,96
1447213384,BUMETANIDE,BUMETANIDE,19
1609927607,XARELTO,RIVAROXABAN,40
1952323545,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,27
1588702187,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,64
1780603647,LABETALOL HCL,LABETALOL HCL,12
1396764403,DILTIAZEM 24HR CD,DILTIAZEM HCL,33
1447213384,TORSEMIDE,TORSEMIDE,255
1992818611,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,243
1790704401,TIKOSYN,DOFETILIDE,19
1386663094,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,44
1306813142,BENICAR HCT,OLMESARTAN/HYDROCHLOROTHIAZIDE,24
1013082098,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,220
1295757425,SOTALOL,SOTALOL HCL,16
1588702187,XARELTO,RIVAROXABAN,34
1598868499,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,17
1396764403,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,12
1780642892,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,48
1447213384,LOVASTATIN,LOVASTATIN,26
1396764403,LISINOPRIL,LISINOPRIL,250
1396764403,AMIODARONE HCL,AMIODARONE HCL,34
1295757425,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,156
1417949694,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,12
1306813142,NEXIUM,ESOMEPRAZOLE MAGNESIUM,12
1952323545,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,42
1447213384,METOLAZONE,METOLAZONE,32
1790704401,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,11
1588702187,OMEPRAZOLE,OMEPRAZOLE,16
1013082098,NITROGLYCERIN PATCH,NITROGLYCERIN,12
1285737429,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,50
1992818611,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,74
1780603647,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,137
1790704401,DILTIAZEM 24HR ER,DILTIAZEM HCL,12
1447213384,MIDODRINE HCL,MIDODRINE HCL,12
1447213384,RANEXA,RANOLAZINE,31
1417949694,SIMVASTATIN,SIMVASTATIN,43
1306813159,DIGOXIN,DIGOXIN,36
1285737429,FENOFIBRATE,"FENOFIBRATE,MICRONIZED",12
1396764403,RANEXA,RANOLAZINE,46
1306813159,DILTIAZEM 24HR CD,DILTIAZEM HCL,23
1376562074,SIMVASTATIN,SIMVASTATIN,67
1285737429,ATENOLOL,ATENOLOL,20
1780603647,CRESTOR,ROSUVASTATIN CALCIUM,18
1306813142,EPLERENONE,EPLERENONE,21
1013928910,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,19
1306813142,HYDRALAZINE HCL,HYDRALAZINE HCL,20
1780642892,ZETIA,EZETIMIBE,66
1306813142,PROPAFENONE HCL,PROPAFENONE HCL,12
1013082098,LISINOPRIL,LISINOPRIL,95
1275632267,VERAPAMIL ER,VERAPAMIL HCL,20
1104912310,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,38
1295757425,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,49
1790704401,CLOPIDOGREL,CLOPIDOGREL BISULFATE,44
1306813142,NIACIN ER,NIACIN,61
1275632267,ATENOLOL,ATENOLOL,74
1790704401,SPIRONOLACTONE,SPIRONOLACTONE,47
1790704401,MULTAQ,DRONEDARONE HCL,36
1013928910,TERAZOSIN HCL,TERAZOSIN HCL,30
1609927607,SPIRONOLACTONE,SPIRONOLACTONE,20
1447213384,LISINOPRIL,LISINOPRIL,598
1396764403,JANTOVEN,WARFARIN SODIUM,60
1639251861,LISINOPRIL,LISINOPRIL,26
1306813159,FENOFIBRATE,"FENOFIBRATE,MICRONIZED",12
1396764403,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,123
1447213384,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,33
1245343540,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,19
1588702187,LISINOPRIL,LISINOPRIL,117
1386602639,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,46
1306813159,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,56
1376562074,OMEPRAZOLE,OMEPRAZOLE,14
1285737429,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,18
1780603647,CARVEDILOL,CARVEDILOL,117
1013082098,DILT-XR,DILTIAZEM HCL,12
1013928910,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,78
1295757425,TIKOSYN,DOFETILIDE,106
1104912310,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,31
1295757425,METOPROLOL TARTRATE,METOPROLOL TARTRATE,118
1447213384,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,14
1013928910,DILTIAZEM 24HR CD,DILTIAZEM HCL,52
1306813142,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,28
1780603647,NITROGLYCERIN PATCH,NITROGLYCERIN,12
1013928910,BYSTOLIC,NEBIVOLOL HCL,35
1609927607,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,176
1306813159,MULTAQ,DRONEDARONE HCL,22
1104912310,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,62
1447213384,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,1279
1952323545,DILTIAZEM 24HR CD,DILTIAZEM HCL,78
1386663094,BENAZEPRIL-HYDROCHLOROTHIAZIDE,BENAZEPRIL/HYDROCHLOROTHIAZIDE,12
1376562074,RANEXA,RANOLAZINE,13
1417949694,SPIRONOLACTONE,SPIRONOLACTONE,11
1780603647,TIKOSYN,DOFETILIDE,58
1003871955,LISINOPRIL,LISINOPRIL,29
1013928910,TAMSULOSIN HCL,TAMSULOSIN HCL,13
1104912310,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,12
1013928910,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,56
1780642892,DILTIAZEM ER,DILTIAZEM HCL,26
1013928910,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,20
1396764403,NITROGLYCERIN PATCH,NITROGLYCERIN,25
1780603647,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,354
1790704401,RANITIDINE HCL,RANITIDINE HCL,19
1780603647,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,16
1245343540,ATENOLOL,ATENOLOL,27
1790704401,NITROSTAT,NITROGLYCERIN,12
1598868499,SPIRONOLACTONE,SPIRONOLACTONE,12
1780603647,DIOVAN,VALSARTAN,69
1770685638,OPSUMIT,MACITENTAN,16
1992818611,CRESTOR,ROSUVASTATIN CALCIUM,47
1780642892,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,135
1013082098,JANTOVEN,WARFARIN SODIUM,68
1992818611,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,12
1598868499,LISINOPRIL,LISINOPRIL,27
1821056912,CLOPIDOGREL,CLOPIDOGREL BISULFATE,103
1780603647,BENAZEPRIL HCL,BENAZEPRIL HCL,18
1295757425,CRESTOR,ROSUVASTATIN CALCIUM,30
1447213384,PROPAFENONE HCL,PROPAFENONE HCL,11
1396764403,ZETIA,EZETIMIBE,107
1013928910,DILTIAZEM ER,DILTIAZEM HCL,15
1306813142,AMLODIPINE-ATORVASTATIN,AMLODIPINE/ATORVASTATIN,13
1992818611,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,16
1306813142,ELIQUIS,APIXABAN,84
1588702187,DIGOXIN,DIGOXIN,26
1386663094,DILTIAZEM 24HR ER,DILTIAZEM HCL,26
1013928910,CARTIA XT,DILTIAZEM HCL,12
1447213384,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,13
1013082098,TIKOSYN,DOFETILIDE,17
1306813142,COUMADIN,WARFARIN SODIUM,32
1306813142,PROPAFENONE HCL ER,PROPAFENONE HCL,11
1306813142,CARDIZEM CD,DILTIAZEM HCL,13
1013928910,VERAPAMIL ER,VERAPAMIL HCL,25
1821056912,NITROSTAT,NITROGLYCERIN,41
1104912310,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,42
1306813142,XARELTO,RIVAROXABAN,33
1306813159,ZETIA,EZETIMIBE,36
1447213384,SOTALOL,SOTALOL HCL,118
1447213384,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,350
1952323545,AMIODARONE HCL,AMIODARONE HCL,28
1306813142,AZOR,AMLODIPINE BES/OLMESARTAN MED,12
1306813159,LISINOPRIL,LISINOPRIL,172
1386663094,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,29
1306813159,METOPROLOL TARTRATE,METOPROLOL TARTRATE,23
1447213384,ENALAPRIL MALEATE,ENALAPRIL MALEATE,41
1013928910,RAMIPRIL,RAMIPRIL,21
1447213384,SOTALOL AF,SOTALOL HCL,20
1306813159,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,212
1780642892,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,63
1013928910,BENAZEPRIL HCL,BENAZEPRIL HCL,23
1447213384,CARTIA XT,DILTIAZEM HCL,15
1760494272,CLOPIDOGREL,CLOPIDOGREL BISULFATE,14
1417949694,ATENOLOL,ATENOLOL,12
1780603647,XARELTO,RIVAROXABAN,110
1013082098,PROPAFENONE HCL,PROPAFENONE HCL,14
1295757425,BENICAR,OLMESARTAN MEDOXOMIL,12
1992818611,FUROSEMIDE,FUROSEMIDE,75
1417949694,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,55
1013928910,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,179
1992818611,OMEPRAZOLE,OMEPRAZOLE,14
1790704401,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,11
1013928910,OMEPRAZOLE,OMEPRAZOLE,67
1386602639,SIMVASTATIN,SIMVASTATIN,34
1306813142,ENALAPRIL MALEATE,ENALAPRIL MALEATE,136
1780642892,CARVEDILOL,CARVEDILOL,57
1770685638,REVATIO,SILDENAFIL CITRATE,15
1821056912,TIKOSYN,DOFETILIDE,113
1104912310,LABETALOL HCL,LABETALOL HCL,17
1376562074,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,29
1386663094,WARFARIN SODIUM,WARFARIN SODIUM,130
1013082098,AZITHROMYCIN,AZITHROMYCIN,27
1306813142,TORSEMIDE,TORSEMIDE,48
1609927607,LISINOPRIL,LISINOPRIL,86
1306813159,CLOPIDOGREL,CLOPIDOGREL BISULFATE,16
1588702187,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,51
1104912310,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,28
1386663094,SIMVASTATIN,SIMVASTATIN,65
1306813142,FENOFIBRATE,"FENOFIBRATE,MICRONIZED",28
1306813142,BRILINTA,TICAGRELOR,31
1821056912,AMIODARONE HCL,AMIODARONE HCL,15
1386602639,ATENOLOL,ATENOLOL,34
1447213384,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,120
1588702187,DILTIAZEM 24HR ER,DILTIAZEM HCL,35
1790704401,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,210
1609927607,SOTALOL,SOTALOL HCL,13
1104912310,AMIODARONE HCL,AMIODARONE HCL,16
1386602639,CARVEDILOL,CARVEDILOL,42
1295757425,LISINOPRIL,LISINOPRIL,89
1790704401,TORSEMIDE,TORSEMIDE,17
1609927607,ATENOLOL,ATENOLOL,15
1588702187,NADOLOL,NADOLOL,11
1386602639,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,44
1295998094,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,13
1821056912,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,20
1306813142,TOPROL XL,METOPROLOL SUCCINATE,23
1376562074,LISINOPRIL,LISINOPRIL,176
1578652996,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,62
1992818611,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,22
1306813142,AMOXICILLIN,AMOXICILLIN,14
1013082098,ENALAPRIL MALEATE,ENALAPRIL MALEATE,12
1306813142,KLOR-CON M20,POTASSIUM CHLORIDE,29
1306813142,NIASPAN,NIACIN,11
1447213384,DIOVAN,VALSARTAN,79
1578652996,AMIODARONE HCL,AMIODARONE HCL,13
1306813142,BYSTOLIC,NEBIVOLOL HCL,90
